1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
40618,2014,8,20,9,2,140,127,122,107,20,65,1010,27,cv,1.78,0,0
40619,2014,8,20,10,2,133,122,113,99,21,65,1010,28,SE,1.79,0,0
40620,2014,8,20,11,2,104,99,91,81,21,58,1010,30,cv,1.79,0,0
40621,2014,8,20,12,2,87,90,88,69,19,46,1009,32,SE,4.92,0,0
40622,2014,8,20,13,2,87,68,70,69,18,43,1008,32,SE,9.84,0,0
40623,2014,8,20,14,2,93,73,72,77,17,38,1007,33,SE,14.76,0,0
40624,2014,8,20,15,2,101,85,82,NA,16,36,1006,33,SE,20.57,0,0
40625,2014,8,20,16,2,117,92,83,NA,17,38,1006,33,SE,25.49,0,0
40626,2014,8,20,17,2,102,94,93,NA,18,43,1006,32,SE,30.41,0,0
40627,2014,8,20,18,2,NA,NA,NA,NA,18,45,1006,31,SE,34.43,0,0
40628,2014,8,20,19,2,98,89,88,NA,18,51,1007,29,SE,37.56,0,0
40629,2014,8,20,20,2,91,77,76,NA,19,58,1007,28,SE,40.69,0,0
40630,2014,8,20,21,2,100,91,76,NA,19,58,1007,28,SE,42.48,0,0
40631,2014,8,20,22,2,105,99,88,NA,19,61,1008,27,SE,45.61,0,0
40632,2014,8,20,23,2,111,103,92,NA,19,61,1008,27,SE,47.4,0,0
40633,2014,8,21,0,2,115,110,93,99,19,65,1008,26,SE,50.53,0,0
40634,2014,8,21,1,2,125,112,102,112,19,69,1007,25,SE,52.32,0,0
40635,2014,8,21,2,2,131,113,112,119,20,78,1007,24,cv,0.45,0,0
40636,2014,8,21,3,2,140,129,117,122,20,83,1007,23,SE,1.79,0,0
40637,2014,8,21,4,2,146,131,125,133,20,83,1007,23,SE,2.68,0,0
40638,2014,8,21,5,2,155,151,130,133,20,83,1007,23,cv,0.89,0,0
40639,2014,8,21,6,2,150,164,133,140,20,83,1007,23,NE,0.89,0,0
40640,2014,8,21,7,2,156,150,139,153,20,78,1007,24,cv,0.89,0,0
40641,2014,8,21,8,2,177,171,153,173,21,83,1008,24,cv,1.78,0,0
40642,2014,8,21,9,2,181,179,165,169,21,78,1008,25,cv,2.67,0,0
40643,2014,8,21,10,2,168,180,160,163,21,69,1008,27,cv,3.56,0,0
40644,2014,8,21,11,2,166,165,149,138,20,58,1008,29,cv,4.45,0,0
40645,2014,8,21,12,2,170,176,153,141,20,52,1006,31,SE,1.79,0,0
40646,2014,8,21,13,2,171,170,159,137,21,52,1006,32,SE,3.58,0,0
40647,2014,8,21,14,2,160,165,151,134,21,52,1005,32,SE,5.37,0,0
40648,2014,8,21,15,2,174,146,139,123,21,52,1005,32,SE,10.29,0,0
40649,2014,8,21,16,2,130,115,113,113,21,52,1005,32,SE,14.31,0,0
40650,2014,8,21,17,2,138,119,112,115,20,49,1005,32,SE,18.33,0,0
40651,2014,8,21,18,2,146,130,118,123,20,49,1005,32,SE,20.12,0,0
40652,2014,8,21,19,2,179,136,132,145,21,62,1006,29,SE,21.91,0,0
40653,2014,8,21,20,2,150,110,103,69,20,58,1008,29,NE,5.81,0,0
40654,2014,8,21,21,2,17,18,17,19,17,64,1009,24,SE,4.92,0,0
40655,2014,8,21,22,2,21,28,21,26,16,57,1009,25,SE,9.84,0,0
40656,2014,8,21,23,2,19,23,24,22,17,64,1008,24,NW,4.92,0,0
40657,2014,8,22,0,2,20,21,17,23,17,64,1008,24,NW,9.84,0,0
40658,2014,8,22,1,2,21,24,20,21,18,73,1008,23,NE,1.79,0,0
40659,2014,8,22,2,2,24,31,23,23,17,68,1008,23,NE,4.92,0,0
40660,2014,8,22,3,2,22,30,20,18,18,82,1008,21,cv,0.89,0,0
40661,2014,8,22,4,2,22,35,21,24,18,88,1008,20,cv,1.78,0,0
40662,2014,8,22,5,2,27,31,25,30,18,88,1008,20,NW,1.79,0,0
40663,2014,8,22,6,2,27,26,21,19,18,88,1008,20,NW,3.58,0,0
40664,2014,8,22,7,2,21,23,24,23,19,83,1009,22,NW,5.37,0,0
40665,2014,8,22,8,2,24,28,23,19,19,73,1009,24,NE,1.79,0,0
40666,2014,8,22,9,2,24,27,21,22,19,69,1009,25,cv,0.89,0,0
40667,2014,8,22,10,2,34,32,27,31,19,65,1009,26,cv,1.78,0,0
40668,2014,8,22,11,2,NA,35,38,42,20,65,1009,27,cv,2.67,0,0
40669,2014,8,22,12,2,55,44,42,41,19,61,1008,27,cv,3.56,0,0
40670,2014,8,22,13,2,69,49,53,56,19,61,1007,27,SE,1.79,0,0
40671,2014,8,22,14,2,77,65,71,72,19,58,1007,28,SE,4.92,0,0
40672,2014,8,22,15,2,87,78,74,76,19,58,1006,28,cv,0.89,0,0
40673,2014,8,22,16,2,90,87,78,87,19,58,1006,28,SE,3.13,0,0
40674,2014,8,22,17,2,96,88,83,91,20,61,1006,28,cv,0.89,0,0
40675,2014,8,22,18,2,107,95,96,97,20,65,1005,27,SE,1.79,0,0
40676,2014,8,22,19,2,125,103,101,110,20,65,1006,27,SE,3.58,0,0
40677,2014,8,22,20,2,138,107,112,124,20,73,1006,25,cv,0.89,0,0
40678,2014,8,22,21,2,136,118,122,123,21,83,1006,24,SE,0.89,0,0
40679,2014,8,22,22,2,130,119,109,110,21,83,1007,24,cv,0.45,0,0
40680,2014,8,22,23,2,126,125,100,115,21,83,1006,24,SE,0.89,0,0
40681,2014,8,23,0,2,118,125,109,120,21,83,1006,24,SE,2.68,0,0
40682,2014,8,23,1,2,126,142,122,149,21,83,1006,24,SE,3.57,3.6,3.6
40683,2014,8,23,2,2,140,140,111,142,22,83,1006,25,SE,6.7,0,0
40684,2014,8,23,3,2,134,127,113,142,21,88,1006,23,cv,0.89,0,0
40685,2014,8,23,4,2,128,130,110,128,21,94,1006,22,cv,1.78,0,0
40686,2014,8,23,5,2,117,118,112,120,20,88,1006,22,cv,2.67,0,0
40687,2014,8,23,6,2,116,119,102,138,21,94,1006,22,NE,0.89,0,0
40688,2014,8,23,7,2,135,124,112,134,21,94,1006,22,cv,0.89,0,0
40689,2014,8,23,8,2,142,156,134,153,20,78,1006,24,cv,1.78,0,0
40690,2014,8,23,9,2,157,151,148,133,20,69,1006,26,cv,2.67,0,0
40691,2014,8,23,10,2,167,163,150,134,21,65,1006,28,cv,3.56,0,0
40692,2014,8,23,11,2,159,157,148,116,21,62,1006,29,cv,5.35,0,0
40693,2014,8,23,12,2,138,140,127,106,20,55,1005,30,SE,1.79,0,0
40694,2014,8,23,13,2,130,109,103,87,19,46,1004,32,cv,1.79,0,0
40695,2014,8,23,14,2,99,100,93,83,18,43,1003,32,cv,2.68,0,0
40696,2014,8,23,15,2,145,104,106,108,19,46,1003,32,SE,3.13,0,0
40697,2014,8,23,16,2,124,92,92,95,19,48,1003,31,SE,6.26,0,0
40698,2014,8,23,17,2,113,104,98,104,20,49,1003,32,SE,9.39,0,0
40699,2014,8,23,18,2,131,115,114,118,21,55,1003,31,SE,11.18,0,0
40700,2014,8,23,19,2,155,127,123,133,21,58,1004,30,SE,14.31,0,0
40701,2014,8,23,20,2,156,144,138,151,22,69,1004,28,SE,16.1,0,0
40702,2014,8,23,21,2,174,177,159,171,23,78,1005,27,cv,0.89,0,0
40703,2014,8,23,22,2,89,110,103,35,22,74,1006,27,SE,1.79,2.8,2.8
40704,2014,8,23,23,2,10,17,26,26,18,65,1006,25,NW,7.15,9,11.8
40705,2014,8,24,0,2,24,22,15,20,19,73,1006,24,NW,11.17,0.8,12.6
40706,2014,8,24,1,2,30,21,21,25,18,78,1006,22,NE,1.79,0,0
40707,2014,8,24,2,2,30,26,26,31,19,83,1005,22,NW,4.92,0,0
40708,2014,8,24,3,2,36,38,31,35,19,83,1006,22,NW,8.05,0,0
40709,2014,8,24,4,2,32,43,34,39,20,88,1006,22,cv,0.89,0.4,0.4
40710,2014,8,24,5,2,44,43,38,45,20,88,1007,22,SE,3.13,0.1,0.5
40711,2014,8,24,6,2,23,49,31,29,20,88,1007,22,SE,4.02,0,0
40712,2014,8,24,7,2,8,27,20,3,20,88,1007,22,cv,0.89,0,0
40713,2014,8,24,8,2,3,11,3,6,19,73,1008,24,NW,4.02,0,0
40714,2014,8,24,9,2,4,8,7,7,15,47,1007,27,NW,8.94,0,0
40715,2014,8,24,10,2,6,10,13,5,12,39,1007,27,NW,14.75,0,0
40716,2014,8,24,11,2,NA,12,7,4,12,31,1007,31,NW,17.88,0,0
40717,2014,8,24,12,2,3,9,4,8,11,30,1007,30,cv,0.89,0,0
40718,2014,8,24,13,2,3,3,11,6,12,29,1006,32,cv,4.02,0,0
40719,2014,8,24,14,2,4,15,10,10,12,29,1006,32,cv,5.81,0,0
40720,2014,8,24,15,2,6,15,13,7,12,29,1005,32,cv,6.7,0,0
40721,2014,8,24,16,2,3,11,5,6,12,29,1005,32,cv,8.49,0,0
40722,2014,8,24,17,2,7,11,8,7,12,33,1006,30,SE,3.13,0,0
40723,2014,8,24,18,2,7,24,9,12,15,42,1006,29,SE,6.26,0,0
40724,2014,8,24,19,2,18,30,19,17,17,54,1007,27,SE,8.05,0,0
40725,2014,8,24,20,2,30,48,35,46,19,65,1008,26,SE,11.18,0,0
40726,2014,8,24,21,2,44,47,41,44,19,65,1009,26,SE,12.97,0,0
40727,2014,8,24,22,2,50,46,39,38,17,64,1010,24,SE,14.76,0,0
40728,2014,8,24,23,2,35,27,19,25,18,73,1010,23,cv,0.89,0,0
40729,2014,8,25,0,2,29,35,17,16,18,78,1010,22,SE,0.89,0,0
40730,2014,8,25,1,2,18,38,21,27,18,78,1010,22,NE,0.89,0,0
40731,2014,8,25,2,2,26,43,21,24,18,82,1010,21,NE,1.78,0,0
40732,2014,8,25,3,2,26,30,18,27,17,82,1011,20,NW,1.79,0,0
40733,2014,8,25,4,2,24,23,16,19,16,82,1011,19,NW,3.58,0,0
40734,2014,8,25,5,2,15,24,17,15,16,88,1011,18,NW,5.37,0,0
40735,2014,8,25,6,2,21,34,16,16,16,88,1011,18,NW,8.5,0,0
40736,2014,8,25,7,2,8,39,19,17,17,73,1012,22,NW,11.63,0,0
40737,2014,8,25,8,2,4,15,24,17,14,53,1012,24,NE,3.13,0,0
40738,2014,8,25,9,2,6,19,14,10,12,39,1012,27,NW,3.13,0,0
40739,2014,8,25,10,2,3,12,5,7,11,32,1012,29,NW,8.05,0,0
40740,2014,8,25,11,2,3,10,8,7,11,30,1012,30,NE,4.02,0,0
40741,2014,8,25,12,2,3,11,3,9,11,29,1011,31,NW,4.02,0,0
40742,2014,8,25,13,2,3,10,3,7,9,24,1011,32,NW,8.04,0,0
40743,2014,8,25,14,2,3,9,3,9,8,22,1010,32,cv,1.79,0,0
40744,2014,8,25,15,2,3,8,5,6,9,24,1009,32,SE,1.79,0,0
40745,2014,8,25,16,2,6,8,6,6,8,22,1009,32,SE,3.58,0,0
40746,2014,8,25,17,2,3,16,8,8,9,25,1009,31,SE,5.37,0,0
40747,2014,8,25,18,2,13,24,7,11,9,27,1009,30,SE,7.16,0,0
40748,2014,8,25,19,2,10,15,14,18,9,28,1010,29,SE,11.18,0,0
40749,2014,8,25,20,2,19,22,23,21,9,30,1011,28,SE,15.2,0,0
40750,2014,8,25,21,2,27,38,24,30,11,36,1012,27,SE,19.22,0,0
40751,2014,8,25,22,2,30,24,22,26,11,36,1012,27,SE,23.24,0,0
40752,2014,8,25,23,2,38,28,28,26,13,56,1012,22,NE,1.79,0,0
40753,2014,8,26,0,2,40,46,34,41,14,64,1013,21,cv,0.89,0,0
40754,2014,8,26,1,2,37,43,34,35,15,77,1013,19,cv,1.34,0,0
40755,2014,8,26,2,2,31,63,31,39,15,77,1012,19,SE,1.79,0,0
40756,2014,8,26,3,2,36,56,34,40,14,77,1013,18,NW,1.79,0,0
40757,2014,8,26,4,2,37,54,39,23,13,72,1013,18,NW,3.58,0,0
40758,2014,8,26,5,2,27,37,31,27,13,82,1013,16,NW,6.71,0,0
40759,2014,8,26,6,2,23,28,22,15,13,77,1014,17,NW,9.84,0,0
40760,2014,8,26,7,2,15,29,21,19,14,64,1014,21,NW,13.86,0,0
40761,2014,8,26,8,2,13,25,18,19,13,47,1014,25,NW,15.65,0,0
40762,2014,8,26,9,2,16,19,24,17,12,39,1014,27,NW,18.78,0,0
40763,2014,8,26,10,2,13,22,16,17,10,28,1014,30,NW,20.57,0,0
40764,2014,8,26,11,2,16,19,16,13,10,25,1014,32,cv,0.89,0,0
40765,2014,8,26,12,2,3,20,22,10,9,22,1013,33,cv,1.78,0,0
40766,2014,8,26,13,2,6,15,15,6,7,18,1013,34,NE,1.79,0,0
40767,2014,8,26,14,2,8,8,4,8,5,15,1012,35,cv,1.79,0,0
40768,2014,8,26,15,2,7,4,14,10,4,14,1012,35,cv,4.92,0,0
40769,2014,8,26,16,2,15,NA,9,6,4,14,1011,35,cv,6.71,0,0
40770,2014,8,26,17,2,15,9,20,13,5,16,1011,34,cv,7.6,0,0
40771,2014,8,26,18,2,17,18,19,19,8,22,1011,32,SE,1.79,0,0
40772,2014,8,26,19,2,23,24,19,27,7,23,1012,30,SE,5.81,0,0
40773,2014,8,26,20,2,34,24,30,31,8,26,1012,29,SE,8.94,0,0
40774,2014,8,26,21,2,35,25,28,29,9,27,1012,30,SE,12.07,0,0
40775,2014,8,26,22,2,34,29,30,39,9,30,1012,28,SE,15.2,0,0
40776,2014,8,26,23,2,32,53,32,57,13,56,1013,22,NE,1.79,0,0
40777,2014,8,27,0,2,41,66,35,71,14,64,1013,21,SE,1.79,0,0
40778,2014,8,27,1,2,56,85,46,68,15,72,1013,20,cv,0.45,0,0
40779,2014,8,27,2,2,62,100,51,79,15,77,1013,19,cv,1.34,0,0
40780,2014,8,27,3,2,62,92,73,89,14,72,1013,19,cv,1.79,0,0
40781,2014,8,27,4,2,58,84,57,45,14,77,1013,18,cv,2.68,0,0
40782,2014,8,27,5,2,31,59,44,31,13,77,1013,17,cv,3.13,0,0
40783,2014,8,27,6,2,25,44,31,21,13,77,1013,17,NW,1.79,0,0
40784,2014,8,27,7,2,20,29,25,27,15,77,1014,19,NW,4.92,0,0
40785,2014,8,27,8,2,21,27,17,24,13,47,1014,25,NW,8.05,0,0
40786,2014,8,27,9,2,20,25,24,30,13,41,1014,27,NE,1.79,0,0
40787,2014,8,27,10,2,28,28,29,25,13,37,1014,29,cv,0.89,0,0
40788,2014,8,27,11,2,36,30,31,38,11,27,1014,32,cv,1.78,0,0
40789,2014,8,27,12,2,45,48,41,43,13,29,1013,33,SE,1.79,0,0
40790,2014,8,27,13,2,52,46,46,48,13,28,1013,34,cv,3.13,0,0
40791,2014,8,27,14,2,51,52,45,48,11,24,1012,34,SE,4.02,0,0
40792,2014,8,27,15,2,52,54,49,47,12,26,1012,34,SE,8.04,0,0
40793,2014,8,27,16,2,62,58,47,63,14,31,1012,33,SE,12.96,0,0
40794,2014,8,27,17,2,68,60,54,62,14,31,1012,33,SE,17.88,0,0
40795,2014,8,27,18,2,72,65,63,67,13,33,1012,31,SE,21.01,0,0
40796,2014,8,27,19,2,79,69,68,73,14,39,1012,29,SE,22.8,0,0
40797,2014,8,27,20,2,88,77,74,82,16,57,1013,25,cv,0.89,0,0
40798,2014,8,27,21,2,89,100,78,94,17,64,1013,24,SE,1.79,0,0
40799,2014,8,27,22,2,102,105,86,93,16,54,1013,26,SE,3.58,0,0
40800,2014,8,27,23,2,99,95,83,89,16,54,1013,26,SE,5.37,0,0
40801,2014,8,28,0,2,103,99,86,90,17,64,1013,24,SE,6.26,0,0
40802,2014,8,28,1,2,113,105,86,100,17,64,1013,24,SE,8.05,0,0
40803,2014,8,28,2,2,NA,NA,NA,103,17,68,1013,23,SE,8.94,0,0
40804,2014,8,28,3,2,115,115,97,108,16,60,1013,24,cv,0.89,0,0
40805,2014,8,28,4,2,102,101,87,91,18,78,1014,22,NE,0.89,0,0
40806,2014,8,28,5,2,71,94,86,83,17,73,1014,22,NE,1.78,0,0
40807,2014,8,28,6,2,62,85,78,69,17,68,1014,23,cv,0.45,0,0
40808,2014,8,28,7,2,57,61,54,64,18,69,1015,24,cv,1.34,0,0
40809,2014,8,28,8,2,54,63,57,67,17,64,1015,24,cv,2.23,0,0
40810,2014,8,28,9,2,63,60,55,62,17,61,1015,25,NW,1.79,0,0
40811,2014,8,28,10,2,58,56,60,68,17,61,1015,25,cv,0.89,0,0
40812,2014,8,28,11,2,70,57,62,66,16,57,1015,25,NW,4.02,0,0
40813,2014,8,28,12,2,73,59,57,60,15,45,1015,28,NW,7.15,0,0
40814,2014,8,28,13,2,73,68,66,73,16,48,1015,28,cv,1.79,0,0
40815,2014,8,28,14,2,71,76,71,80,16,48,1014,28,cv,2.68,0,0
40816,2014,8,28,15,2,NA,NA,NA,80,16,48,1013,28,cv,3.57,0,0
40817,2014,8,28,16,2,88,93,73,84,18,57,1013,27,cv,4.46,0,0
40818,2014,8,28,17,2,85,116,84,98,19,61,1013,27,SE,1.79,0,0
40819,2014,8,28,18,2,97,107,93,99,19,65,1013,26,SE,3.58,0,0
40820,2014,8,28,19,2,119,117,99,129,21,83,1013,24,SE,4.47,0.3,0.3
40821,2014,8,28,20,2,152,118,116,125,19,93,1013,20,NW,7.15,0,0
40822,2014,8,28,21,2,98,78,78,74,18,88,1015,20,SE,4.92,0,0
40823,2014,8,28,22,2,73,54,54,58,18,93,1016,19,NW,3.13,0.9,0.9
40824,2014,8,28,23,2,65,71,65,79,18,93,1016,19,SE,1.79,0,0
40825,2014,8,29,0,2,77,68,67,77,18,93,1015,19,NE,1.79,1.3,1.3
40826,2014,8,29,1,2,73,NA,63,80,18,93,1015,19,NW,1.79,0.2,1.5
40827,2014,8,29,2,2,76,79,70,85,19,93,1016,20,SE,4.02,0,0
40828,2014,8,29,3,2,76,78,65,74,18,93,1015,19,cv,0.89,0,0
40829,2014,8,29,4,2,72,76,66,78,18,93,1015,19,NE,1.79,0,0
40830,2014,8,29,5,2,86,79,72,90,18,93,1015,19,NW,1.79,0,0
40831,2014,8,29,6,2,89,75,75,89,18,93,1015,19,NE,1.79,0,0
40832,2014,8,29,7,2,74,78,66,68,18,93,1015,19,NE,2.68,0,0
40833,2014,8,29,8,2,66,66,61,71,18,82,1016,21,cv,0.89,0,0
40834,2014,8,29,9,2,64,62,63,66,18,73,1016,23,cv,1.78,0,0
40835,2014,8,29,10,2,68,60,59,59,19,73,1016,24,NW,1.79,0,0
40836,2014,8,29,11,2,64,57,54,49,18,61,1016,26,cv,0.89,0,0
40837,2014,8,29,12,2,69,62,58,62,18,61,1016,26,cv,2.68,0,0
40838,2014,8,29,13,2,82,78,70,74,18,61,1015,26,cv,3.57,0,0
40839,2014,8,29,14,2,84,89,74,81,19,65,1015,26,SE,1.79,0,0
40840,2014,8,29,15,2,84,100,83,85,18,61,1015,26,cv,0.89,0,0
40841,2014,8,29,16,2,84,95,88,88,18,57,1015,27,cv,1.78,0,0
40842,2014,8,29,17,2,88,101,78,87,18,61,1014,26,SE,1.79,0,0
40843,2014,8,29,18,2,92,96,80,95,19,65,1015,26,SE,2.68,0,0
40844,2014,8,29,19,2,106,121,89,121,20,78,1015,24,SE,3.57,0,0
40845,2014,8,29,20,2,101,143,112,139,20,83,1015,23,cv,0.89,0,0
40846,2014,8,29,21,2,125,140,115,132,20,88,1016,22,cv,1.34,0,0
40847,2014,8,29,22,2,144,121,106,111,21,94,1016,22,SE,1.79,0,0
40848,2014,8,29,23,2,144,117,95,107,21,94,1016,22,SE,2.68,0,0
40849,2014,8,30,0,2,133,108,84,102,20,83,1016,23,SE,3.57,0,0
40850,2014,8,30,1,2,118,115,89,125,20,88,1016,22,NE,1.79,0,0
40851,2014,8,30,2,2,128,156,139,174,20,88,1016,22,cv,0.89,0,0
40852,2014,8,30,3,2,171,154,151,151,20,88,1016,22,cv,1.78,0,0
40853,2014,8,30,4,2,167,137,130,154,20,94,1016,21,cv,2.67,0,0
40854,2014,8,30,5,2,158,140,131,163,20,94,1016,21,NE,1.79,0,0
40855,2014,8,30,6,2,155,141,131,148,20,88,1016,22,NE,3.58,0,0
40856,2014,8,30,7,2,150,134,129,152,20,88,1016,22,cv,0.89,0,0
40857,2014,8,30,8,2,145,144,130,151,20,88,1016,22,NW,1.79,0,0
40858,2014,8,30,9,2,153,144,133,160,20,83,1016,23,cv,0.89,0,0
40859,2014,8,30,10,2,163,161,153,173,20,78,1016,24,cv,1.78,0,0
40860,2014,8,30,11,2,185,180,172,196,21,83,1015,24,NE,1.79,0,0
40861,2014,8,30,12,2,205,181,173,181,21,78,1015,25,NE,3.58,0,0
40862,2014,8,30,13,2,199,178,173,183,21,78,1014,25,NE,5.37,0,0
40863,2014,8,30,14,2,174,145,144,130,21,78,1013,25,SE,3.13,0,0
40864,2014,8,30,15,2,146,132,129,158,21,78,1013,25,cv,0.89,0,0
40865,2014,8,30,16,2,158,146,138,164,22,88,1013,24,cv,1.78,0,0
40866,2014,8,30,17,2,167,140,137,149,22,88,1013,24,NE,1.79,0,0
40867,2014,8,30,18,2,156,128,120,141,21,88,1012,23,SE,1.79,0,0
40868,2014,8,30,19,2,151,129,124,143,21,94,1013,22,cv,0.89,0,0
40869,2014,8,30,20,2,151,127,127,143,20,88,1013,22,SE,0.89,0,0
40870,2014,8,30,21,2,142,126,115,138,20,88,1014,22,SE,2.68,0,0
40871,2014,8,30,22,2,115,107,103,102,21,94,1013,22,cv,0.89,11.1,11.1
40872,2014,8,30,23,2,87,89,77,100,20,88,1014,22,SE,3.13,1.7,12.8
40873,2014,8,31,0,2,100,86,82,107,20,94,1014,21,NE,1.79,0.3,13.1
40874,2014,8,31,1,2,99,98,90,131,20,94,1013,21,cv,0.89,0,0
40875,2014,8,31,2,2,109,110,96,139,20,94,1013,21,cv,1.78,0.1,0.1
40876,2014,8,31,3,2,78,104,90,121,20,94,1013,21,NE,0.89,0,0
40877,2014,8,31,4,2,58,84,70,97,20,94,1012,21,NE,2.68,0,0
40878,2014,8,31,5,2,66,67,65,86,20,94,1013,21,NW,1.79,0,0
40879,2014,8,31,6,2,75,74,66,85,20,94,1013,21,NW,3.58,0,0
40880,2014,8,31,7,2,76,72,62,79,20,94,1013,21,cv,0.89,0,0
40881,2014,8,31,8,2,75,79,68,80,20,94,1013,21,cv,1.78,0,0
40882,2014,8,31,9,2,83,99,87,105,21,88,1014,23,SE,1.79,0,0
40883,2014,8,31,10,2,92,68,68,61,21,88,1013,23,NE,3.13,0,0
40884,2014,8,31,11,2,61,59,57,58,20,78,1013,24,NE,4.92,0,0
40885,2014,8,31,12,2,71,62,59,55,19,69,1013,25,cv,0.89,0,0
40886,2014,8,31,13,2,77,67,65,65,20,69,1013,26,SE,1.79,0,0
40887,2014,8,31,14,2,83,79,72,78,21,69,1012,27,SE,4.92,0,0
40888,2014,8,31,15,2,96,97,77,79,20,69,1012,26,SE,9.84,0,0
40889,2014,8,31,16,2,81,76,66,71,20,69,1012,26,SE,13.86,0,0
40890,2014,8,31,17,2,75,74,66,72,20,88,1012,22,NE,4.02,0,0
40891,2014,8,31,18,2,77,57,60,75,20,88,1012,22,SE,1.79,0.4,0.4
40892,2014,8,31,19,2,86,65,71,93,21,94,1013,22,NE,1.79,0.6,1
40893,2014,8,31,20,2,97,73,67,99,21,94,1013,22,NW,0.89,0,0
40894,2014,8,31,21,2,103,85,74,104,21,100,1014,21,NW,2.68,0,0
40895,2014,8,31,22,2,105,92,80,104,20,94,1014,21,NW,3.57,0,0
40896,2014,8,31,23,2,108,87,74,103,20,94,1014,21,NE,0.89,0.1,0.1
40897,2014,9,1,0,3,99,84,70,96,20,100,1014,20,NE,1.78,0,0
40898,2014,9,1,1,3,97,83,69,95,20,100,1014,20,SE,0.89,0,0
40899,2014,9,1,2,3,96,83,67,87,21,100,1014,21,cv,0.45,0,0
40900,2014,9,1,3,3,100,86,67,96,21,100,1014,21,SE,0.89,0,0
40901,2014,9,1,4,3,103,87,75,102,21,100,1014,21,cv,0.89,0,0
40902,2014,9,1,5,3,104,88,77,101,20,94,1013,21,SE,0.89,0,0
40903,2014,9,1,6,3,111,99,74,106,20,94,1014,21,NE,0.89,0,0
40904,2014,9,1,7,3,112,103,89,109,20,94,1014,21,cv,0.89,0,0
40905,2014,9,1,8,3,122,114,98,123,20,88,1014,22,SE,1.79,0,0
40906,2014,9,1,9,3,132,122,115,132,20,83,1014,23,SE,3.58,0,0
40907,2014,9,1,10,3,156,144,133,139,20,78,1014,24,SE,5.37,0,0
40908,2014,9,1,11,3,154,143,135,144,20,73,1014,25,SE,7.16,0,0
40909,2014,9,1,12,3,151,137,138,153,20,73,1013,25,SE,8.95,6.7,6.7
40910,2014,9,1,13,3,158,135,126,146,20,73,1012,25,SE,10.74,0.6,7.3
40911,2014,9,1,14,3,131,139,131,163,21,73,1011,26,SE,12.53,0.1,7.4
40912,2014,9,1,15,3,101,113,99,95,21,94,1011,22,cv,4.02,0,0
40913,2014,9,1,16,3,102,129,103,149,20,88,1011,22,NE,4.02,0,0
40914,2014,9,1,17,3,128,123,126,157,22,94,1011,23,cv,0.89,0.1,0.1
40915,2014,9,1,18,3,139,127,120,163,22,94,1011,23,NE,0.89,3.7,3.8
40916,2014,9,1,19,3,152,129,113,175,22,94,1011,23,NW,1.79,0,0
40917,2014,9,1,20,3,NA,NA,NA,84,20,94,1011,21,NE,1.79,9.8,9.8
40918,2014,9,1,21,3,29,NA,32,25,19,93,1012,20,NW,8.94,11.2,21
40919,2014,9,1,22,3,24,13,19,21,19,93,1012,20,SE,3.13,0,0
40920,2014,9,1,23,3,24,31,25,36,19,93,1011,20,SE,4.92,0,0
40921,2014,9,2,0,3,41,36,31,50,19,93,1011,20,cv,0.89,3.2,3.2
40922,2014,9,2,1,3,49,44,39,59,19,93,1010,20,cv,1.78,3,6.2
40923,2014,9,2,2,3,54,43,39,49,20,100,1011,20,cv,2.67,17.2,23.4
40924,2014,9,2,3,3,38,31,32,30,19,93,1010,20,NE,0.89,3.1,26.5
40925,2014,9,2,4,3,19,25,17,28,19,93,1010,20,NW,1.79,2,28.5
40926,2014,9,2,5,3,17,25,17,27,19,93,1009,20,NE,1.79,0.8,29.3
40927,2014,9,2,6,3,17,29,20,21,19,100,1010,19,NW,1.79,0.9,30.2
40928,2014,9,2,7,3,14,27,23,21,19,100,1010,19,NW,3.58,1.5,31.7
40929,2014,9,2,8,3,13,27,23,25,19,93,1010,20,SE,1.79,0.1,31.8
40930,2014,9,2,9,3,18,29,22,34,20,100,1010,20,NE,1.79,0,0
40931,2014,9,2,10,3,22,27,29,37,20,94,1011,21,NE,3.58,0.6,0.6
40932,2014,9,2,11,3,31,36,28,39,20,94,1010,21,NE,5.37,2.2,2.8
40933,2014,9,2,12,3,28,43,33,36,19,88,1010,21,cv,0.89,4.5,7.3
40934,2014,9,2,13,3,18,25,18,19,19,88,1010,21,NE,1.79,0.6,7.9
40935,2014,9,2,14,3,15,27,25,23,20,78,1010,24,NE,3.58,0.1,8
40936,2014,9,2,15,3,15,29,26,24,19,88,1010,21,SE,1.79,0,0
40937,2014,9,2,16,3,14,28,21,25,19,88,1010,21,NE,1.79,0,0
40938,2014,9,2,17,3,5,13,10,12,19,93,1011,20,cv,0.89,0.3,0.3
40939,2014,9,2,18,3,3,9,4,9,18,88,1011,20,NE,3.13,0.1,0.4
40940,2014,9,2,19,3,9,12,14,8,18,88,1011,20,NW,3.13,0,0
40941,2014,9,2,20,3,3,14,12,10,17,77,1012,21,NE,3.13,0,0
40942,2014,9,2,21,3,3,16,7,6,16,73,1012,21,NE,4.92,0,0
40943,2014,9,2,22,3,3,17,13,11,17,88,1012,19,NW,1.79,0,0
40944,2014,9,2,23,3,3,14,10,10,17,88,1012,19,NW,3.58,0,0
40945,2014,9,3,0,3,5,11,9,9,16,88,1012,18,cv,0.45,0,0
