No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
37674,2014,4,19,17,1,23,29,21,13,87.84,1014,15,NE,29,0.2,0.2
37675,2014,4,19,18,1,31,35,26,13,87.84,1014,15,NE,32,0.1,0.3
37676,2014,4,19,19,1,35,38,33,13,93.7,1015,14,NE,36,0.1,0.4
37677,2014,4,19,20,1,34,38,33,12,87.75,1016,14,NE,40,0,0
37678,2014,4,19,21,1,38,40,37,12,87.75,1016,14,NE,43,0,0
37679,2014,4,19,22,1,38,34,38,12,87.75,1017,14,NE,46,0,0
37680,2014,4,19,23,1,37,31,36,12,87.75,1017,14,NE,50,0.2,0.2
37681,2014,4,20,0,1,NA,29,32,12,87.75,1016,14,NE,54,0.1,0.3
37682,2014,4,20,1,1,43,37,27,12,87.75,1016,14,NE,59,0,0
37683,2014,4,20,2,1,29,26,23,12,87.75,1016,14,NE,62,0.3,0.3
37684,2014,4,20,3,1,25,26,14,12,93.65,1016,13,NE,65,0.3,0.6
37685,2014,4,20,4,1,28,34,20,12,93.65,1016,13,NE,68,0,0
37686,2014,4,20,5,1,29,29,24,11,87.66,1016,13,NE,72,0,0
37687,2014,4,20,6,1,32,32,30,11,82.14,1017,14,NE,75,0,0
37688,2014,4,20,7,1,34,33,29,11,82.14,1017,14,NE,78,0,0
37689,2014,4,20,8,1,33,36,30,11,77.01,1018,15,NE,82,0,0
37690,2014,4,20,9,1,30,33,27,12,77.17,1018,16,NE,86,0,0
37691,2014,4,20,10,1,30,35,27,11,72.23,1018,16,NE,89,0,0
37692,2014,4,20,11,1,31,33,24,11,72.23,1018,16,NE,92,0,0
37693,2014,4,20,12,1,33,35,23,11,67.78,1018,17,NE,95,0,0
37694,2014,4,20,13,1,35,44,31,11,67.78,1017,17,NE,98,0,0
37695,2014,4,20,14,1,43,45,39,11,67.78,1016,17,NE,101,0,0
37696,2014,4,20,15,1,43,49,42,11,67.78,1016,17,NE,104,0,0
37697,2014,4,20,16,1,43,43,43,10,63.41,1016,17,NE,108,0,0
37698,2014,4,20,17,1,38,45,45,10,63.41,1016,17,NE,112,0,0
37699,2014,4,20,18,1,40,53,44,10,72.04,1016,15,NE,117,0,0
37700,2014,4,20,19,1,45,50,43,10,72.04,1016,15,NE,121,0,0
37701,2014,4,20,20,1,47,54,46,10,72.04,1017,15,NE,124,0,0
37702,2014,4,20,21,1,46,48,48,10,76.84,1017,14,NE,128,0,0
37703,2014,4,20,22,1,47,44,50,10,76.84,1017,14,NE,131,0,0
37704,2014,4,20,23,1,43,38,42,10,76.84,1017,14,NE,133,0,0
37705,2014,4,21,0,1,29,44,NA,9,71.85,1017,14,NE,135,0,0
37706,2014,4,21,1,1,33,40,43,10,76.84,1016,14,NE,137,0,0
37707,2014,4,21,2,1,39,38,38,10,76.84,1016,14,NE,139,0,0
37708,2014,4,21,3,1,35,31,41,10,76.84,1017,14,cv,0,0,0
37709,2014,4,21,4,1,43,47,46,10,76.84,1016,14,NE,2,0,0
37710,2014,4,21,5,1,51,54,46,11,82.14,1016,14,cv,0,0.1,0.1
37711,2014,4,21,6,1,55,50,56,11,82.14,1017,14,cv,0,0,0
37712,2014,4,21,7,1,58,39,55,11,82.14,1016,14,NE,3,0,0
37713,2014,4,21,8,1,45,41,42,11,82.14,1017,14,SE,2,0,0
37714,2014,4,21,9,1,39,39,37,12,87.75,1017,14,SE,5,0,0
37715,2014,4,21,10,1,39,39,32,11,77.01,1017,15,NE,3,0,0
37716,2014,4,21,11,1,42,43,36,10,72.04,1017,15,NE,7,0,0
37717,2014,4,21,12,1,46,43,39,10,72.04,1016,15,NE,10,0,0
37718,2014,4,21,13,1,47,49,41,9,67.36,1016,15,NE,14,0.1,0.1
37719,2014,4,21,14,1,42,45,39,10,72.04,1016,15,NE,17,0.6,0.7
37720,2014,4,21,15,1,41,45,38,10,76.84,1016,14,NE,19,2,2.7
37721,2014,4,21,16,1,44,46,46,10,82.01,1015,13,NE,22,2.7,5.4
37722,2014,4,21,17,1,47,51,46,10,82.01,1015,13,NE,27,2.3,7.7
37723,2014,4,21,18,1,47,54,46,10,82.01,1015,13,NE,31,1.4,9.1
37724,2014,4,21,19,1,52,60,54,10,82.01,1016,13,NE,34,1.7,10.8
37725,2014,4,21,20,1,52,45,58,11,87.66,1017,13,NE,37,NA,NA
37726,2014,4,21,21,1,48,52,47,10,82.01,1017,13,NE,41,1.5,1.5
37727,2014,4,21,22,1,53,59,46,10,82.01,1017,13,NE,43,1.8,3.3
37728,2014,4,21,23,1,55,45,45,11,87.66,1017,13,NE,45,1.6,4.9
37729,2014,4,22,0,1,NA,38,45,11,87.66,1018,13,cv,1,1.1,6
37730,2014,4,22,1,1,47,38,43,11,87.66,1016,13,NE,3,0.1,6.1
37731,2014,4,22,2,1,47,37,43,11,87.66,1016,13,NE,6,0.1,6.2
37732,2014,4,22,3,1,47,45,39,11,87.66,1017,13,NE,10,0.1,6.3
37733,2014,4,22,4,1,47,55,46,10,87.57,1016,12,NE,13,0,0
37734,2014,4,22,5,1,54,58,55,11,93.6,1017,12,NE,14,0,0
37735,2014,4,22,6,1,56,57,62,11,87.66,1017,13,NE,15,0,0
37736,2014,4,22,7,1,59,55,59,11,87.66,1018,13,NW,2,0,0
37737,2014,4,22,8,1,66,65,66,11,87.66,1019,13,NW,4,0,0
37738,2014,4,22,9,1,77,76,76,11,82.14,1018,14,NW,6,0,0
37739,2014,4,22,10,1,87,108,80,11,77.01,1019,15,NW,9,0,0
37740,2014,4,22,11,1,85,73,76,10,67.57,1019,16,NW,13,0,0
37741,2014,4,22,12,1,77,45,72,10,63.41,1018,17,NE,2,0,0
37742,2014,4,22,13,1,37,36,46,9,52.3,1018,19,cv,2,0,0
37743,2014,4,22,14,1,24,28,28,2,28.43,1017,21,NE,4,0,0
37744,2014,4,22,15,1,28,40,24,2,28.43,1017,21,NE,6,0,0
37745,2014,4,22,16,1,33,37,33,4,32.75,1016,21,NE,10,0,0
37746,2014,4,22,17,1,38,42,38,7,42.9,1016,20,NE,14,0,0
37747,2014,4,22,18,1,40,46,42,8,48.87,1017,19,NE,17,0,0
37748,2014,4,22,19,1,49,57,48,7,48.59,1017,18,NE,20,0,0
37749,2014,4,22,20,1,54,59,52,8,55.41,1018,17,NE,22,0,0
37750,2014,4,22,21,1,53,67,69,7,55.15,1019,16,SE,3,0,0
37751,2014,4,22,22,1,67,76,87,9,67.36,1019,15,SE,6,0,0
37752,2014,4,22,23,1,74,83,99,9,67.36,1019,15,SE,8,0,0
37753,2014,4,23,0,1,82,85,NA,9,71.85,1019,14,SW,1,0,0
37754,2014,4,23,1,1,93,79,102,10,82.01,1019,13,SW,2,0,0
37755,2014,4,23,2,1,97,85,107,9,81.88,1018,12,SW,3,0,0
37756,2014,4,23,3,1,103,90,109,9,81.88,1018,12,cv,0,0,0
37757,2014,4,23,4,1,104,95,105,9,87.47,1018,11,cv,0,0,0
37758,2014,4,23,5,1,106,97,109,8,87.38,1018,10,cv,0,0,0
37759,2014,4,23,6,1,111,98,111,9,81.88,1018,12,cv,0,0,0
37760,2014,4,23,7,1,112,91,124,11,77.01,1019,15,cv,0,0,0
37761,2014,4,23,8,1,95,70,100,8,52.02,1019,18,SW,2,0,0
37762,2014,4,23,9,1,66,47,72,4,37.06,1019,19,NE,4,0,0
37763,2014,4,23,10,1,52,48,52,3,30.52,1019,21,SE,4,0,0
37764,2014,4,23,11,1,41,35,53,3,30.52,1018,21,SE,9,0,0
37765,2014,4,23,12,1,32,27,44,-1,21.52,1018,22,SE,14,0,0
37766,2014,4,23,13,1,32,31,32,-2,20,1017,22,SE,21,0,0
37767,2014,4,23,14,1,25,30,27,-1,22.88,1016,21,SE,26,0,0
37768,2014,4,23,15,1,21,27,28,-5,18.06,1016,20,SE,32,0,0
37769,2014,4,23,16,1,29,36,30,-6,16.74,1015,20,SE,38,0,0
37770,2014,4,23,17,1,29,33,34,-1,25.89,1015,19,NE,5,0,0
37771,2014,4,23,18,1,33,42,41,-1,27.56,1015,18,SE,5,0,0
37772,2014,4,23,19,1,47,56,59,4,42.02,1016,17,SE,9,0,0
37773,2014,4,23,20,1,64,74,74,6,51.48,1016,16,SE,14,0,0
37774,2014,4,23,21,1,71,64,80,6,51.48,1016,16,SE,18,0,0
37775,2014,4,23,22,1,69,80,85,6,54.88,1017,15,SE,22,0,0
37776,2014,4,23,23,1,86,81,94,9,67.36,1016,15,SE,27,0,0
37777,2014,4,24,0,1,NA,75,85,10,76.84,1016,14,SE,30,0,0
37778,2014,4,24,1,1,84,75,84,10,76.84,1016,14,SE,34,0,0
37779,2014,4,24,2,1,80,71,87,11,82.14,1016,14,SE,38,0,0
37780,2014,4,24,3,1,74,76,86,11,82.14,1015,14,SE,42,0,0
37781,2014,4,24,4,1,70,62,80,11,82.14,1015,14,SE,46,0,0
37782,2014,4,24,5,1,72,65,81,11,77.01,1015,15,SE,51,0,0
37783,2014,4,24,6,1,71,57,75,12,82.27,1016,15,SE,55,0,0
37784,2014,4,24,7,1,68,59,73,12,77.17,1017,16,SE,59,0,0
37785,2014,4,24,8,1,66,46,61,12,67.99,1017,18,SE,64,0,0
37786,2014,4,24,9,1,52,47,NA,11,56.19,1017,20,SE,70,0,0
37787,2014,4,24,10,1,44,42,48,11,52.83,1018,21,SE,76,0,0
37788,2014,4,24,11,1,43,41,NA,13,56.69,1017,22,SE,84,0,0
37789,2014,4,24,12,1,44,49,NA,13,60.27,1017,21,SE,91,0,0
37790,2014,4,24,13,1,46,48,NA,14,64.32,1016,21,SE,98,0,0
37791,2014,4,24,14,1,43,41,NA,14,64.32,1016,21,SE,105,0,0
37792,2014,4,24,15,1,42,39,NA,14,64.32,1015,21,SE,113,0,0
37793,2014,4,24,16,1,NA,35,36,14,68.4,1015,20,SE,120,0,0
37794,2014,4,24,17,1,29,29,29,16,88.11,1016,18,SE,126,0,0
37795,2014,4,24,18,1,29,31,25,15,82.65,1016,18,SE,132,0,0
37796,2014,4,24,19,1,33,39,36,14,72.78,1016,19,SE,137,0,0
37797,2014,4,24,20,1,36,36,40,13,68.2,1017,19,SE,142,0,0
37798,2014,4,24,21,1,42,47,44,14,72.78,1017,19,SE,146,0,0
37799,2014,4,24,22,1,46,41,49,14,77.48,1018,18,NE,4,0,0
37800,2014,4,24,23,1,40,34,45,14,77.48,1018,18,SE,5,0,0
37801,2014,4,25,0,1,34,29,NA,14,77.48,1017,18,SE,10,0,0
37802,2014,4,25,1,1,32,30,36,13,72.6,1017,18,SE,14,0,0
37803,2014,4,25,2,1,30,30,30,13,72.6,1017,18,SE,19,0,0
37804,2014,4,25,3,1,30,32,32,13,77.32,1017,17,SE,23,0,0
37805,2014,4,25,4,1,31,31,32,14,82.52,1017,17,SE,28,0,0
37806,2014,4,25,5,1,31,34,37,14,82.52,1017,17,SE,32,0,0
37807,2014,4,25,6,1,28,30,34,13,77.32,1017,17,SE,37,0,0
37808,2014,4,25,7,1,28,29,35,13,68.2,1018,19,SE,43,0,0
37809,2014,4,25,8,1,31,32,27,13,64.09,1018,20,SE,49,0,0
37810,2014,4,25,9,1,25,27,26,13,56.69,1019,22,SE,58,0,0
37811,2014,4,25,10,1,23,28,23,12,53.1,1019,22,SE,68,0,0
37812,2014,4,25,11,1,26,28,22,13,53.36,1019,23,SE,77,0,0
37813,2014,4,25,12,1,27,31,16,12,49.97,1018,23,SE,87,0,0
37814,2014,4,25,13,1,24,24,22,11,46.78,1018,23,SE,97,0,0
37815,2014,4,25,14,1,21,25,23,10,46.49,1017,22,SE,107,0,0
37816,2014,4,25,15,1,24,28,20,11,49.7,1016,22,SE,116,0,0
37817,2014,4,25,16,1,28,27,22,12,56.44,1017,21,SE,125,0,0
37818,2014,4,25,17,1,23,33,26,12,60.03,1017,20,SE,133,0.8,0.8
37819,2014,4,25,18,1,26,32,25,14,77.48,1017,18,SE,140,0.9,1.7
37820,2014,4,25,19,1,28,34,25,14,77.48,1017,18,SE,146,0.4,2.1
37821,2014,4,25,20,1,32,32,25,14,77.48,1017,18,SE,152,0.1,2.2
37822,2014,4,25,21,1,29,22,23,14,77.48,1016,18,SE,160,0,0
37823,2014,4,25,22,1,21,30,21,14,77.48,1016,18,SE,167,0,0
37824,2014,4,25,23,1,23,28,22,14,77.48,1016,18,SE,173,0,0
37825,2014,4,26,0,1,NA,21,22,14,77.48,1015,18,SE,179,0,0
37826,2014,4,26,1,1,22,24,22,15,82.65,1015,18,SE,184,0,0
37827,2014,4,26,2,1,26,24,23,15,82.65,1015,18,SE,189,0,0
37828,2014,4,26,3,1,27,24,26,15,82.65,1014,18,SE,193,0,0
37829,2014,4,26,4,1,23,26,23,15,88.02,1014,17,SE,199,0,0
37830,2014,4,26,5,1,24,23,18,15,82.65,1014,18,SE,204,1.2,1.2
37831,2014,4,26,6,1,26,27,20,16,88.11,1014,18,SE,209,1,2.2
37832,2014,4,26,7,1,24,20,22,16,88.11,1015,18,SE,213,4.8,7
37833,2014,4,26,8,1,21,21,18,16,88.11,1015,18,SE,218,4.1,11.1
37834,2014,4,26,9,1,16,14,15,17,93.89,1015,18,SE,223,4.1,15.2
37835,2014,4,26,10,1,11,16,12,16,88.11,1016,18,SE,228,7,22.2
37836,2014,4,26,11,1,13,10,9,16,88.11,1016,18,SE,235,5,27.2
37837,2014,4,26,12,1,14,16,10,16,88.11,1015,18,SE,243,0.7,27.9
37838,2014,4,26,13,1,16,17,9,16,88.11,1015,18,SE,250,1.1,29
37839,2014,4,26,14,1,14,18,9,16,88.11,1015,18,SE,256,0.9,29.9
37840,2014,4,26,15,1,15,16,14,16,88.11,1014,18,SE,262,1.3,31.2
37841,2014,4,26,16,1,14,16,13,16,88.11,1014,18,SE,267,0.7,31.9
37842,2014,4,26,17,1,18,24,15,16,88.11,1015,18,SE,272,0.5,32.4
37843,2014,4,26,18,1,19,20,12,16,93.84,1014,17,SE,278,0.2,32.6
37844,2014,4,26,19,1,19,25,13,16,88.11,1015,18,SE,285,0.1,32.7
37845,2014,4,26,20,1,19,27,13,16,88.11,1015,18,SE,292,0.5,33.2
37846,2014,4,26,21,1,16,15,14,16,88.11,1015,18,SE,296,0.6,33.8
37847,2014,4,26,22,1,18,22,13,16,88.11,1015,18,SE,301,0.2,34
37848,2014,4,26,23,1,17,19,13,16,88.11,1015,18,SE,305,0.3,34.3
37849,2014,4,27,0,1,14,14,NA,16,93.84,1015,17,SE,310,0.6,34.9
37850,2014,4,27,1,1,15,18,11,16,93.84,1014,17,SE,313,0.2,35.1
37851,2014,4,27,2,1,15,19,10,16,93.84,1013,17,SW,2,0.3,35.4
37852,2014,4,27,3,1,16,23,14,16,93.84,1013,17,SW,3,0.5,35.9
37853,2014,4,27,4,1,18,19,12,16,93.84,1013,17,NW,2,1.9,37.8
37854,2014,4,27,5,1,18,19,16,16,93.84,1013,17,NW,4,8.8,46.6
37855,2014,4,27,6,1,21,16,15,16,93.84,1013,17,cv,1,1.7,48.3
37856,2014,4,27,7,1,25,32,21,16,93.84,1013,17,NW,2,0,0
37857,2014,4,27,8,1,39,37,49,16,88.11,1014,18,NW,6,0.1,0.1
37858,2014,4,27,9,1,48,49,58,16,88.11,1014,18,NW,9,0,0
37859,2014,4,27,10,1,62,67,61,16,88.11,1014,18,NW,13,0.1,0.1
37860,2014,4,27,11,1,92,86,82,16,88.11,1014,18,NW,18,0.1,0.2
37861,2014,4,27,12,1,107,86,94,16,82.77,1013,19,NW,23,0,0
37862,2014,4,27,13,1,104,85,101,15,77.64,1013,19,NW,29,0,0
37863,2014,4,27,14,1,103,89,107,15,77.64,1013,19,NW,33,0,0
37864,2014,4,27,15,1,108,92,104,15,82.65,1012,18,NW,38,0.1,0.1
37865,2014,4,27,16,1,105,90,91,15,77.64,1012,19,NW,44,0,0
37866,2014,4,27,17,1,109,89,97,15,82.65,1012,18,NW,49,0,0
37867,2014,4,27,18,1,108,96,94,14,77.48,1013,18,NW,55,0.1,0.1
37868,2014,4,27,19,1,112,87,105,14,77.48,1014,18,NW,62,0,0
37869,2014,4,27,20,1,101,86,107,13,77.32,1015,17,NW,68,0,0
37870,2014,4,27,21,1,100,93,106,13,77.32,1015,17,NW,74,0,0
37871,2014,4,27,22,1,99,87,98,13,77.32,1015,17,NW,79,0,0
37872,2014,4,27,23,1,99,91,95,13,82.4,1015,16,NW,84,0,0
37873,2014,4,28,0,1,NA,79,86,13,82.4,1015,16,NW,89,0,0
37874,2014,4,28,1,1,96,80,89,13,77.32,1015,17,NW,94,0,0
37875,2014,4,28,2,1,98,89,95,13,77.32,1014,17,NW,99,0,0
37876,2014,4,28,3,1,97,82,94,13,77.32,1014,17,NW,105,0,0
37877,2014,4,28,4,1,92,83,89,13,77.32,1014,17,NW,110,0,0
37878,2014,4,28,5,1,93,81,86,13,77.32,1014,17,NW,116,0.1,0.1
37879,2014,4,28,6,1,76,51,79,13,77.32,1014,17,NW,122,0,0
37880,2014,4,28,7,1,46,40,55,13,77.32,1015,17,NW,127,0,0
37881,2014,4,28,8,1,39,35,37,11,63.64,1016,18,NW,135,0,0
37882,2014,4,28,9,1,31,28,25,10,63.41,1016,17,NW,143,0,0
37883,2014,4,28,10,1,39,36,32,11,67.78,1016,17,NW,150,0,0
37884,2014,4,28,11,1,39,36,30,11,63.64,1016,18,NW,159,0,0
37885,2014,4,28,12,1,43,45,39,11,63.64,1016,18,NW,167,0,0
37886,2014,4,28,13,1,41,NA,37,11,63.64,1015,18,NW,175,0,0
37887,2014,4,28,14,1,44,42,39,10,59.54,1015,18,NW,182,0,0
37888,2014,4,28,15,1,NA,41,35,10,59.54,1015,18,NW,190,0,0
37889,2014,4,28,16,1,37,38,35,11,63.64,1015,18,NW,197,0,0
37890,2014,4,28,17,1,41,42,37,11,63.64,1015,18,NW,202,0,0
37891,2014,4,28,18,1,47,47,40,11,63.64,1015,18,NW,208,0,0
37892,2014,4,28,19,1,51,57,46,11,67.78,1016,17,NW,212,0,0
37893,2014,4,28,20,1,55,62,56,11,67.78,1016,17,NW,216,0,0
37894,2014,4,28,21,1,55,37,59,12,72.42,1016,17,NW,220,0,0
37895,2014,4,28,22,1,42,43,42,12,82.27,1016,15,NE,3,0,0
37896,2014,4,28,23,1,38,34,40,11,82.14,1016,14,NE,5,0,0
37897,2014,4,29,0,1,38,35,NA,11,82.14,1016,14,NW,2,0,0
37898,2014,4,29,1,1,47,47,45,11,82.14,1016,14,cv,0,0,0
37899,2014,4,29,2,1,52,53,57,10,82.01,1015,13,SW,2,0,0
37900,2014,4,29,3,1,70,64,75,11,87.66,1015,13,cv,0,0,0
37901,2014,4,29,4,1,93,83,89,11,87.66,1014,13,cv,0,0,0
37902,2014,4,29,5,1,104,87,95,11,93.6,1014,12,SW,1,0,0
37903,2014,4,29,6,1,106,93,101,11,87.66,1015,13,SW,3,0,0
37904,2014,4,29,7,1,110,101,107,13,87.84,1015,15,SW,6,0,0
37905,2014,4,29,8,1,114,100,100,13,72.6,1015,18,NW,5,0,0
37906,2014,4,29,9,1,110,88,94,11,56.19,1015,20,NW,11,0,0
37907,2014,4,29,10,1,100,96,95,12,56.44,1015,21,NW,17,0,0
37908,2014,4,29,11,1,105,99,103,12,56.44,1014,21,NW,24,0,0
37909,2014,4,29,12,1,115,103,112,9,40.92,1014,23,NW,31,0,0
37910,2014,4,29,13,1,119,106,114,10,43.76,1013,23,NW,37,0,0
37911,2014,4,29,14,1,109,101,119,9,40.92,1013,23,NW,44,0,0
37912,2014,4,29,15,1,100,91,103,6,33.34,1012,23,NW,51,0,0
37913,2014,4,29,16,1,89,78,88,4,29,1012,23,NW,58,0,0
37914,2014,4,29,17,1,70,61,73,3,28.71,1012,22,NW,64,0,0
37915,2014,4,29,18,1,64,56,60,5,37.36,1013,20,NE,5,0,0
37916,2014,4,29,19,1,53,48,56,7,45.65,1013,19,NW,4,0,0
37917,2014,4,29,20,1,46,52,47,11,63.64,1014,18,NE,5,0,0
37918,2014,4,29,21,1,53,53,50,11,67.78,1015,17,NE,8,0,0
37919,2014,4,29,22,1,48,38,55,11,67.78,1015,17,NE,10,0,0
37920,2014,4,29,23,1,42,40,37,10,67.57,1015,16,NE,13,0,0
37921,2014,4,30,0,1,NA,41,41,10,67.57,1015,16,NE,15,0,0
37922,2014,4,30,1,1,NA,48,63,12,82.27,1014,15,SW,2,0,0
37923,2014,4,30,2,1,54,54,68,12,87.75,1014,14,SW,4,0,0
37924,2014,4,30,3,1,72,73,72,11,87.66,1013,13,SW,5,0,0
37925,2014,4,30,4,1,78,72,73,11,87.66,1013,13,SW,6,0,0
37926,2014,4,30,5,1,80,71,76,11,87.66,1013,13,cv,0,0,0
37927,2014,4,30,6,1,78,71,71,12,87.75,1014,14,cv,0,0,0
37928,2014,4,30,7,1,81,80,77,13,87.84,1014,15,SW,1,0,0
37929,2014,4,30,8,1,86,69,89,13,77.32,1015,17,SW,2,0,0
37930,2014,4,30,9,1,81,63,74,12,60.03,1015,20,cv,1,0,0
37931,2014,4,30,10,1,71,71,66,9,49.15,1015,20,cv,2,0,0
37932,2014,4,30,11,1,70,70,74,7,35.71,1014,23,NE,2,0,0
37933,2014,4,30,12,1,76,73,74,6,29.57,1014,25,NE,3,0,0
37934,2014,4,30,13,1,78,73,72,5,27.59,1013,25,SW,1,0,0
37935,2014,4,30,14,1,79,87,80,6,31.39,1012,24,SW,3,0,0
37936,2014,4,30,15,1,89,76,84,12,49.97,1012,23,SE,6,0,0
37937,2014,4,30,16,1,85,68,75,11,49.7,1012,22,SE,12,0,0
37938,2014,4,30,17,1,67,60,58,10,46.49,1012,22,SE,18,0,0
37939,2014,4,30,18,1,63,61,57,8,45.93,1012,20,SE,23,0,0
37940,2014,4,30,19,1,64,63,59,8,48.87,1012,19,SE,26,0,0
37941,2014,4,30,20,1,67,62,54,6,42.61,1013,19,SE,31,0,0
37942,2014,4,30,21,1,60,54,58,8,52.02,1014,18,SE,36,0,0
37943,2014,4,30,22,1,52,56,59,10,59.54,1014,18,SE,41,0,0
37944,2014,4,30,23,1,51,56,60,11,67.78,1014,17,SE,45,0,0
37945,2014,5,1,0,1,53,59,NA,10,63.41,1014,17,SE,49,0,0
37946,2014,5,1,1,1,66,76,66,11,72.23,1013,16,SE,52,0,0
37947,2014,5,1,2,1,78,81,85,11,72.23,1013,16,SE,55,0,0
37948,2014,5,1,3,1,85,82,87,12,77.17,1013,16,SE,58,0,0
37949,2014,5,1,4,1,89,92,86,12,77.17,1013,16,SE,61,0,0
37950,2014,5,1,5,1,94,94,96,13,87.84,1013,15,SE,63,0,0
37951,2014,5,1,6,1,100,100,102,13,82.4,1014,16,SE,65,0,0
37952,2014,5,1,7,1,99,99,112,14,82.52,1014,17,SE,68,0,0
37953,2014,5,1,8,1,107,104,114,14,68.4,1015,20,SW,4,0,0
37954,2014,5,1,9,1,110,101,110,14,60.51,1015,22,SW,8,0,0
37955,2014,5,1,10,1,114,96,111,15,53.88,1015,25,SW,11,0,0
37956,2014,5,1,11,1,110,101,113,13,44.61,1015,26,SW,14,0,0
37957,2014,5,1,12,1,104,88,104,11,36.87,1014,27,SW,17,0,0
37958,2014,5,1,13,1,80,72,86,11,34.78,1013,28,SW,20,0,0
37959,2014,5,1,14,1,75,72,73,10,30.71,1013,29,SW,23,0,0
37960,2014,5,1,15,1,64,59,67,7,26.55,1012,28,NW,4,0,0
37961,2014,5,1,16,1,80,98,72,9,30.42,1012,28,SW,3,0,0
37962,2014,5,1,17,1,102,107,110,9,30.42,1012,28,SW,7,0,0
37963,2014,5,1,18,1,119,109,117,14,53.62,1012,24,SW,12,0,0
37964,2014,5,1,19,1,115,101,109,12,53.1,1013,22,SW,16,0,0
37965,2014,5,1,20,1,112,99,108,13,56.69,1014,22,SE,4,0,0
37966,2014,5,1,21,1,108,86,103,13,60.27,1014,21,SE,7,0,0
37967,2014,5,1,22,1,96,82,102,13,64.09,1015,20,SE,10,0,0
37968,2014,5,1,23,1,85,80,86,13,64.09,1015,20,SW,3,0,0
37969,2014,5,2,0,1,NA,70,82,14,72.78,1015,19,SW,5,0,0
37970,2014,5,2,1,1,82,78,80,14,77.48,1014,18,SW,8,0,0
37971,2014,5,2,2,1,76,78,79,13,77.32,1014,17,SW,11,0,0
37972,2014,5,2,3,1,76,74,79,13,77.32,1014,17,SW,13,0,0
37973,2014,5,2,4,1,74,71,79,13,77.32,1014,17,SW,15,0,0
37974,2014,5,2,5,1,NA,74,NA,12,72.42,1014,17,SW,17,0,0
37975,2014,5,2,6,1,81,82,81,13,77.32,1015,17,SW,19,0,0
37976,2014,5,2,7,1,87,87,85,14,60.51,1015,22,SW,20,0,0
37977,2014,5,2,8,1,99,83,104,13,53.36,1015,23,SW,24,0,0
37978,2014,5,2,9,1,93,79,93,12,41.78,1016,26,SW,29,0,0
37979,2014,5,2,10,1,79,69,78,11,34.78,1016,28,SW,34,0,0
37980,2014,5,2,11,1,77,67,68,9,28.71,1016,29,NW,6,0,0
37981,2014,5,2,12,1,74,64,73,11,30.99,1015,30,SW,4,0,0
37982,2014,5,2,13,1,68,51,62,10,28.99,1015,30,NW,6,0,0
37983,2014,5,2,14,1,86,65,59,10,28.99,1015,30,NW,12,0,0
37984,2014,5,2,15,1,92,NA,74,11,30.99,1014,30,NW,18,0,0
37985,2014,5,2,16,1,108,99,86,13,37.44,1014,29,NW,24,0,0
37986,2014,5,2,17,1,141,95,103,13,39.67,1015,28,NW,32,0,0
37987,2014,5,2,18,1,108,85,92,13,47.33,1017,25,NE,8,0,0
37988,2014,5,2,19,1,93,78,88,11,49.7,1018,22,NE,14,0,0
37989,2014,5,2,20,1,82,78,87,9,46.21,1019,21,NE,19,0,0
37990,2014,5,2,21,1,78,82,86,8,45.93,1021,20,NE,25,0,0
37991,2014,5,2,22,1,82,78,83,9,52.3,1021,19,NE,31,0,0
37992,2014,5,2,23,1,72,61,81,7,45.65,1022,19,NE,37,0,0
37993,2014,5,3,0,1,56,54,NA,5,39.75,1022,19,NE,42,0,0
37994,2014,5,3,1,1,48,51,66,6,42.61,1022,19,NE,44,0,0
37995,2014,5,3,2,1,49,49,55,4,37.06,1021,19,NE,49,0,0
37996,2014,5,3,3,1,48,45,51,5,42.32,1021,18,NE,51,0,0
37997,2014,5,3,4,1,49,44,46,6,45.36,1021,18,NE,55,0,0
37998,2014,5,3,5,1,49,46,42,7,48.59,1021,18,NE,58,0,0
37999,2014,5,3,6,1,42,41,43,7,51.75,1022,17,NE,62,0,0
38000,2014,5,3,7,1,33,34,34,8,55.41,1022,17,NE,65,0,0
38001,2014,5,3,8,1,28,28,33,7,48.59,1022,18,NE,68,0,0
38002,2014,5,3,9,1,NA,33,NA,5,45.07,1022,17,NE,72,0,0
38003,2014,5,3,10,1,26,39,24,6,48.31,1023,17,SE,3,0,0
38004,2014,5,3,11,1,31,37,35,6,48.31,1022,17,NE,4,0,0
38005,2014,5,3,12,1,31,37,37,6,45.36,1022,18,NE,8,0,0
38006,2014,5,3,13,1,26,28,23,5,42.32,1021,18,NE,12,0,0
38007,2014,5,3,14,1,21,22,28,4,37.06,1020,19,NE,17,0,0
38008,2014,5,3,15,1,18,31,22,1,28.14,1019,20,SE,6,0,0
38009,2014,5,3,16,1,20,29,21,-4,19.48,1019,20,SE,13,0,0
38010,2014,5,3,17,1,21,29,21,-1,25.89,1018,19,SE,19,0,0
38011,2014,5,3,18,1,24,29,23,0,29.65,1018,18,SE,25,0,0
38012,2014,5,3,19,1,30,32,31,3,36.77,1018,18,SE,31,0,0
38013,2014,5,3,20,1,30,38,36,6,48.31,1019,17,SE,36,0,0
38014,2014,5,3,21,1,30,39,36,7,55.15,1018,16,SE,41,0,0
