No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,Iws,PM_avg
44192,2015,1,16,7,4,99,111,167,5,93.29,1027,6,2,125.6666667
44193,2015,1,16,8,4,104,105,162,5,93.29,1027,6,2,123.6666667
44194,2015,1,16,9,4,105,113,149,5,87.09,1028,7,3,122.3333333
44195,2015,1,16,10,4,115,127,154,6,81.48,1028,9,4,132
44196,2015,1,16,11,4,119,127,120,5,71.07,1029,10,4,122
44197,2015,1,16,12,4,104,125,121,4,58.03,1028,12,4,116.6666667
44198,2015,1,16,13,4,82,85,98,3,47.46,1027,14,5,88.33333333
44199,2015,1,16,14,4,76,72,81,0,38.26,1025,14,7,76.33333333
44200,2015,1,16,15,4,-999,-999,69,-1,33.35,1024,15,2,69
44201,2015,1,16,16,4,61,68,71,0,35.87,1024,15,2,66.66666667
44202,2015,1,16,17,4,64,76,90,0,38.26,1024,14,1,76.66666667
44203,2015,1,16,18,4,74,84,92,0,38.26,1025,14,2,83.33333333
44204,2015,1,16,19,4,79,89,102,2,47.17,1025,13,2,90
44205,2015,1,16,20,4,86,100,107,3,57.77,1026,11,0,97.66666667
44206,2015,1,16,21,4,92,107,104,4,66.27,1027,10,0,101
44207,2015,1,16,22,4,99,114,119,4,66.27,1027,10,0,110.6666667
44208,2015,1,16,23,4,122,114,132,5,71.07,1027,10,0,122.6666667
44209,2015,1,17,0,4,124,117,137,5,76.01,1027,9,0,126
44210,2015,1,17,1,4,129,130,158,5,71.07,1026,10,0,139
44211,2015,1,17,2,4,142,128,159,5,76.01,1026,9,0,143
44212,2015,1,17,3,4,147,131,148,5,76.01,1026,9,0,142
44213,2015,1,17,4,4,146,126,165,5,76.01,1025,9,0,145.6666667
44214,2015,1,17,5,4,134,126,149,5,81.34,1024,8,0,136.3333333
44215,2015,1,17,6,4,134,124,149,5,81.34,1024,8,0,135.6666667
44216,2015,1,17,7,4,134,122,149,5,81.34,1024,8,0,135
44217,2015,1,17,8,4,142,149,157,5,81.34,1025,8,0,149.3333333
44218,2015,1,17,9,4,161,151,175,6,87.19,1025,8,0,162.3333333
44219,2015,1,17,10,4,146,161,173,5,76.01,1026,9,0,160
44220,2015,1,17,11,4,159,168,203,4,66.27,1026,10,1,176.6666667
44221,2015,1,17,12,4,165,182,207,5,71.07,1025,10,2,184.6666667
44222,2015,1,17,13,4,184,212,208,4,62,1024,11,2,201.3333333
44223,2015,1,17,14,4,195,220,227,5,62.24,1022,12,2,214
44224,2015,1,17,15,4,188,213,228,5,62.24,1021,12,4,209.6666667
44225,2015,1,17,16,4,194,193,210,5,62.24,1021,12,7,199
44226,2015,1,17,17,4,174,177,206,5,62.24,1022,12,10,185.6666667
44227,2015,1,17,18,4,153,151,178,5,66.49,1023,11,14,160.6666667
44228,2015,1,17,19,4,147,152,170,5,71.07,1024,10,17,156.3333333
44229,2015,1,17,20,4,166,156,185,5,71.07,1026,10,21,169
44230,2015,1,17,21,4,161,168,210,5,71.07,1027,10,25,179.6666667
44231,2015,1,17,22,4,155,168,191,5,76.01,1028,9,2,171.3333333
44232,2015,1,17,23,4,157,174,187,5,76.01,1029,9,4,172.6666667
44233,2015,1,18,0,4,148,164,164,5,76.01,1030,9,1,158.6666667
44234,2015,1,18,1,4,131,146,166,5,76.01,1030,9,2,147.6666667
44235,2015,1,18,2,4,115,119,122,5,76.01,1030,9,1,118.6666667
44236,2015,1,18,3,4,84,108,106,5,81.34,1031,8,1,99.33333333
44237,2015,1,18,4,4,54,84,80,4,75.84,1030,8,2,72.66666667
44238,2015,1,18,5,4,49,87,57,0,61.01,1030,7,4,64.33333333
44239,2015,1,18,6,4,48,76,59,-2,52.7,1030,7,6,61
44240,2015,1,18,7,4,60,70,58,-1,60.76,1031,6,1,62.66666667
44241,2015,1,18,8,4,69,89,94,0,65.36,1031,6,2,84
44242,2015,1,18,9,4,73,77,71,1,65.59,1032,7,4,73.66666667
44243,2015,1,18,10,4,59,92,76,0,56.99,1032,8,6,75.66666667
44244,2015,1,18,11,4,61,69,85,-2,43.01,1032,10,1,71.66666667
44245,2015,1,18,12,4,59,57,71,-3,37.36,1032,11,2,62.33333333
44246,2015,1,18,13,4,47,57,58,-3,34.97,1031,12,4,54
44247,2015,1,18,14,4,40,49,58,-3,32.75,1029,13,5,49
44248,2015,1,18,15,4,45,49,58,-1,37.96,1028,13,6,50.66666667
44249,2015,1,18,16,4,47,53,57,0,40.84,1028,13,2,52.33333333
44250,2015,1,18,17,4,50,58,59,1,46.88,1028,12,4,55.66666667
44251,2015,1,18,18,4,54,57,65,1,50.08,1028,11,6,58.66666667
44252,2015,1,18,19,4,62,66,64,2,61.51,1028,9,0,64
44253,2015,1,18,20,4,72,87,95,2,65.82,1028,8,2,84.66666667
44254,2015,1,18,21,4,79,78,88,3,70.67,1029,8,5,81.66666667
44255,2015,1,18,22,4,75,83,85,3,70.67,1029,8,7,81
44256,2015,1,18,23,4,107,125,118,5,81.34,1029,8,9,116.6666667
44257,2015,1,19,0,4,122,116,138,6,87.19,1029,8,11,125.3333333
44258,2015,1,19,1,4,122,136,163,5,81.34,1028,8,12,140.3333333
44259,2015,1,19,2,4,120,131,168,5,81.34,1028,8,14,139.6666667
44260,2015,1,19,3,4,114,130,158,5,81.34,1027,8,1,134
44261,2015,1,19,4,4,113,127,157,5,81.34,1027,8,2,132.3333333
44262,2015,1,19,5,4,109,125,161,5,81.34,1026,8,2,131.6666667
44263,2015,1,19,6,4,109,121,164,5,87.09,1025,7,2,131.3333333
44264,2015,1,19,7,4,116,119,164,5,81.34,1025,8,2,133
44265,2015,1,19,8,4,108,122,143,5,76.01,1026,9,1,124.3333333
44266,2015,1,19,9,4,93,122,104,5,81.34,1026,8,1,106.3333333
44267,2015,1,19,10,4,99,114,112,5,76.01,1026,9,1,108.3333333
44268,2015,1,19,11,4,124,92,154,5,76.01,1026,9,1,123.3333333
44269,2015,1,19,12,4,93,98,131,5,71.07,1026,10,1,107.3333333
44270,2015,1,19,13,4,91,110,100,5,66.49,1024,11,1,100.3333333
44271,2015,1,19,14,4,87,96,86,5,66.49,1022,11,2,89.66666667
44272,2015,1,19,15,4,64,68,81,4,62,1021,11,2,71
44273,2015,1,19,16,4,91,62,74,4,62,1020,11,4,75.66666667
44274,2015,1,19,17,4,144,64,88,4,62,1020,11,1,98.66666667
44275,2015,1,19,18,4,145,97,102,4,62,1020,11,2,114.6666667
44276,2015,1,19,19,4,150,120,167,4,70.88,1020,9,2,145.6666667
44277,2015,1,19,20,4,138,123,170,5,76.01,1021,9,4,143.6666667
44278,2015,1,19,21,4,136,133,162,5,76.01,1021,9,6,143.6666667
44279,2015,1,19,22,4,143,141,161,5,76.01,1021,9,7,148.3333333
44280,2015,1,19,23,4,148,142,162,4,81.2,1022,7,0,150.6666667
44281,2015,1,20,0,4,154,136,165,4,86.99,1022,6,0,151.6666667
44282,2015,1,20,1,4,163,139,177,3,86.89,1021,5,1,159.6666667
44283,2015,1,20,2,4,161,146,192,5,87.09,1021,7,0,166.3333333
44284,2015,1,20,3,4,153,166,191,5,87.09,1022,7,0,170
44285,2015,1,20,4,4,145,171,206,6,93.35,1021,7,1,174
44286,2015,1,20,5,4,137,175,197,6,87.19,1021,8,0,169.6666667
44287,2015,1,20,6,4,135,172,172,6,93.35,1021,7,0,159.6666667
44288,2015,1,20,7,4,124,157,170,5,87.09,1021,7,0,150.3333333
44289,2015,1,20,8,4,114,152,186,4,86.99,1022,6,0,150.6666667
44290,2015,1,20,9,4,129,155,227,5,93.29,1023,6,0,170.3333333
44291,2015,1,20,10,4,147,205,206,7,87.28,1024,9,2,186
44292,2015,1,20,11,4,153,213,203,6,71.27,1024,11,3,189.6666667
44293,2015,1,20,12,4,142,196,205,6,66.71,1023,12,4,181
44294,2015,1,20,13,4,138,169,169,6,58.54,1022,14,5,158.6666667
44295,2015,1,20,14,4,126,156,133,3,47.46,1021,14,7,138.3333333
44296,2015,1,20,15,4,114,133,128,4,47.74,1020,15,8,125
44297,2015,1,20,16,4,104,117,118,4,50.92,1020,14,3,113
44298,2015,1,20,17,4,95,113,113,2,44.2,1020,14,1,107
44299,2015,1,20,18,4,99,124,130,2,44.2,1021,14,2,117.6666667
44300,2015,1,20,19,4,116,132,152,4,54.35,1023,13,3,133.3333333
44301,2015,1,20,20,4,125,136,157,5,62.24,1024,12,4,139.3333333
44302,2015,1,20,21,4,133,137,161,5,66.49,1026,11,4,143.6666667
44303,2015,1,20,22,4,152,135,165,5,71.07,1026,10,4,150.6666667
44304,2015,1,20,23,4,167,134,191,5,76.01,1027,9,4,164
44305,2015,1,21,0,4,184,140,219,5,87.09,1027,7,5,181
44306,2015,1,21,1,4,198,144,252,5,87.09,1027,7,5,198
44307,2015,1,21,2,4,198,149,250,5,81.34,1027,8,2,199
44308,2015,1,21,3,4,196,144,253,4,86.99,1027,6,0,197.6666667
44309,2015,1,21,4,4,190,137,240,4,93.24,1026,5,0,189
44310,2015,1,21,5,4,171,131,201,4,93.24,1026,5,0,167.6666667
44311,2015,1,21,6,4,157,131,211,3,93.19,1026,4,0,166.3333333
44312,2015,1,21,7,4,157,133,219,2,86.79,1026,4,0,169.6666667
44313,2015,1,21,8,4,-999,134,215,2,93.13,1027,3,0,174.5
44314,2015,1,21,9,4,-999,150,230,3,93.19,1027,4,0,190
44315,2015,1,21,10,4,-999,182,237,6,93.35,1027,7,0,209.5
44316,2015,1,21,11,4,-999,172,214,7,87.28,1027,9,0,193
44317,2015,1,21,12,4,226,184,162,6,71.27,1026,11,0,190.6666667
44318,2015,1,21,13,4,152,144,128,5,54.62,1025,14,1,141.3333333
44319,2015,1,21,14,4,98,109,95,4,44.78,1023,16,2,100.6666667
44320,2015,1,21,15,4,85,113,103,-1,31.28,1021,16,5,100.3333333
44321,2015,1,21,16,4,92,108,104,1,33.95,1021,17,1,101.3333333
44322,2015,1,21,17,4,94,95,106,2,38.86,1021,16,3,98.33333333
44323,2015,1,21,18,4,94,86,101,2,41.43,1021,15,2,93.66666667
44324,2015,1,21,19,4,96,99,124,3,54.08,1021,12,1,106.3333333
44325,2015,1,21,20,4,104,112,142,4,70.88,1022,9,1,119.3333333
44326,2015,1,21,21,4,115,118,163,4,75.84,1022,8,1,132
44327,2015,1,21,22,4,115,133,169,3,75.67,1021,7,1,139
44328,2015,1,21,23,4,118,134,161,4,81.2,1022,7,1,137.6666667
44329,2015,1,22,0,4,123,147,168,4,86.99,1021,6,1,146
44330,2015,1,22,1,4,160,162,168,4,86.99,1021,6,1,163.3333333
44331,2015,1,22,2,4,182,176,182,3,86.89,1020,5,1,180
44332,2015,1,22,3,4,196,188,187,3,86.89,1019,5,0,190.3333333
44333,2015,1,22,4,4,205,198,191,2,86.79,1019,4,0,198
44334,2015,1,22,5,4,192,192,199,2,86.79,1018,4,0,194.3333333
44335,2015,1,22,6,4,192,207,211,2,86.79,1018,4,0,203.3333333
44336,2015,1,22,7,4,188,220,241,2,93.13,1018,3,0,216.3333333
44337,2015,1,22,8,4,190,251,283,2,93.13,1019,3,0,241.3333333
44338,2015,1,22,9,4,211,268,296,3,86.89,1019,5,0,258.3333333
44339,2015,1,22,10,4,223,256,261,6,87.19,1019,8,0,246.6666667
44340,2015,1,22,11,4,244,276,252,6,76.18,1020,10,0,257.3333333
44341,2015,1,22,12,4,215,295,280,5,66.49,1019,11,1,263.3333333
44342,2015,1,22,13,4,189,223,246,5,62.24,1018,12,2,219.3333333
44343,2015,1,22,14,4,165,190,161,5,58.29,1016,13,3,172
44344,2015,1,22,15,4,144,182,151,4,50.92,1015,14,4,159
44345,2015,1,22,16,4,133,203,175,6,58.54,1015,14,5,170.3333333
44346,2015,1,22,17,4,127,184,181,6,62.48,1015,13,2,164
44347,2015,1,22,18,4,108,149,157,7,66.93,1016,13,1,138
44348,2015,1,22,19,4,126,132,131,7,71.47,1017,12,2,129.6666667
44349,2015,1,22,20,4,138,130,136,5,62.24,1018,12,3,134.6666667
44350,2015,1,22,21,4,137,131,162,6,76.18,1018,10,3,143.3333333
44351,2015,1,22,22,4,137,131,152,6,76.18,1018,10,3,140
44352,2015,1,22,23,4,133,149,148,6,76.18,1018,10,3,143.3333333
44353,2015,1,23,0,4,-999,-999,153,6,76.18,1018,10,1,153
44354,2015,1,23,1,4,-999,-999,172,6,81.48,1017,9,1,172
44355,2015,1,23,2,4,146,164,183,6,81.48,1016,9,1,164.3333333
44356,2015,1,23,3,4,160,176,200,6,81.48,1016,9,1,178.6666667
44357,2015,1,23,4,4,190,199,219,6,81.48,1015,9,1,202.6666667
44358,2015,1,23,5,4,206,225,225,6,81.48,1015,9,1,218.6666667
44359,2015,1,23,6,4,207,212,244,6,81.48,1015,9,1,221
44360,2015,1,23,7,4,217,201,256,6,81.48,1015,9,1,224.6666667
44361,2015,1,23,8,4,212,193,240,6,81.48,1015,9,1,215
44362,2015,1,23,9,4,220,211,219,7,87.28,1015,9,1,216.6666667
44363,2015,1,23,10,4,217,244,221,7,81.61,1015,10,1,227.3333333
44364,2015,1,23,11,4,229,274,242,7,76.35,1015,11,1,248.3333333
44365,2015,1,23,12,4,265,286,285,7,76.35,1014,11,1,278.6666667
44366,2015,1,23,13,4,263,313,296,7,71.47,1013,12,1,290.6666667
44367,2015,1,23,14,4,234,310,296,6,62.48,1011,13,2,280
44368,2015,1,23,15,4,211,300,284,5,58.29,1010,13,2,265
44369,2015,1,23,16,4,201,232,269,6,62.48,1009,13,2,234
44370,2015,1,23,17,4,264,187,251,5,58.29,1009,13,4,234
44371,2015,1,23,18,4,205,187,211,5,62.24,1009,12,1,201
44372,2015,1,23,19,4,143,175,165,5,66.49,1010,11,2,161
44373,2015,1,23,20,4,130,164,147,5,66.49,1010,11,4,147
44374,2015,1,23,21,4,134,167,161,4,62,1011,11,5,154
44375,2015,1,23,22,4,146,160,151,4,66.27,1010,10,6,152.3333333
44376,2015,1,23,23,4,152,159,187,4,66.27,1010,10,0,166
44377,2015,1,24,0,4,159,180,221,4,66.27,1011,10,1,186.6666667
44378,2015,1,24,1,4,165,179,185,4,66.27,1011,10,2,176.3333333
44379,2015,1,24,2,4,169,179,183,4,66.27,1010,10,0,177
44380,2015,1,24,3,4,162,181,170,5,76.01,1010,9,0,171
44381,2015,1,24,4,4,146,181,177,5,76.01,1010,9,0,168
44382,2015,1,24,5,4,141,171,165,6,81.48,1010,9,0,159
44383,2015,1,24,6,4,137,180,169,6,81.48,1010,9,0,162
44384,2015,1,24,7,4,139,177,194,6,81.48,1011,9,0,170
44385,2015,1,24,8,4,153,181,196,5,76.01,1012,9,0,176.6666667
44386,2015,1,24,9,4,179,187,198,6,81.48,1013,9,0,188
44387,2015,1,24,10,4,194,205,233,6,76.18,1014,10,2,210.6666667
44388,2015,1,24,11,4,196,229,243,6,71.27,1015,11,1,222.6666667
44389,2015,1,24,12,4,189,228,225,6,66.71,1015,12,1,214
44390,2015,1,24,13,4,169,184,165,6,62.48,1014,13,1,172.6666667
44391,2015,1,24,14,4,172,187,169,6,62.48,1013,13,2,176
44392,2015,1,24,15,4,123,151,155,5,54.62,1013,14,2,143
44393,2015,1,24,16,4,94,128,107,5,54.62,1013,14,3,109.6666667
44394,2015,1,24,17,4,96,72,118,5,54.62,1014,14,4,95.33333333
44395,2015,1,24,18,4,101,113,128,6,62.48,1015,13,4,114
44396,2015,1,24,19,4,105,115,135,6,62.48,1016,13,4,118.3333333
44397,2015,1,24,20,4,104,113,124,7,71.47,1017,12,1,113.6666667
44398,2015,1,24,21,4,113,92,118,4,50.92,1018,14,2,107.6666667
44399,2015,1,24,22,4,131,86,129,6,66.71,1018,12,1,115.3333333
44400,2015,1,24,23,4,133,92,149,6,66.71,1018,12,2,124.6666667
44401,2015,1,25,0,4,137,110,155,6,66.71,1018,12,2,134
44402,2015,1,25,1,4,142,116,154,6,66.71,1018,12,2,137.3333333
44403,2015,1,25,2,4,146,135,158,6,71.27,1018,11,2,146.3333333
44404,2015,1,25,3,4,149,138,172,7,76.35,1018,11,2,153
44405,2015,1,25,4,4,148,155,181,7,76.35,1017,11,2,161.3333333
44406,2015,1,25,5,4,143,174,187,7,76.35,1017,11,1,168
44407,2015,1,25,6,4,135,173,175,7,76.35,1017,11,0,161
44408,2015,1,25,7,4,139,161,171,7,76.35,1018,11,0,157
44409,2015,1,25,8,4,154,168,168,7,81.61,1018,10,0,163.3333333
44410,2015,1,25,9,4,167,196,176,7,76.35,1019,11,0,179.6666667
44411,2015,1,25,10,4,196,190,191,7,71.47,1020,12,0,192.3333333
44412,2015,1,25,11,4,233,206,227,7,71.47,1020,12,0,222
44413,2015,1,25,12,4,229,224,233,7,66.93,1020,13,1,228.6666667
44414,2015,1,25,13,4,179,222,253,5,51.2,1019,15,1,218
44415,2015,1,25,14,4,156,180,227,5,51.2,1017,15,2,187.6666667
44416,2015,1,25,15,4,143,176,150,4,44.78,1016,16,2,156.3333333
44417,2015,1,25,16,4,146,178,162,3,41.73,1016,16,1,162
44418,2015,1,25,17,4,185,162,182,3,41.73,1016,16,2,176.3333333
44419,2015,1,25,18,4,147,147,197,4,47.74,1017,15,4,163.6666667
44420,2015,1,25,19,4,135,136,151,6,58.54,1018,14,7,140.6666667
44421,2015,1,25,20,4,138,143,154,7,66.93,1019,13,12,145
44422,2015,1,25,21,4,130,134,156,8,71.66,1020,13,16,140
44423,2015,1,25,22,4,133,127,179,8,76.52,1020,12,3,146.3333333
44424,2015,1,25,23,4,128,124,176,7,76.35,1020,11,1,142.6666667
44425,2015,1,26,0,4,129,129,154,7,76.35,1020,11,2,137.3333333
44426,2015,1,26,1,4,125,129,150,7,76.35,1020,11,3,134.6666667
44427,2015,1,26,2,4,132,134,141,7,81.61,1020,10,4,135.6666667
44428,2015,1,26,3,4,129,133,141,7,81.61,1019,10,1,134.3333333
44429,2015,1,26,4,4,124,128,137,7,81.61,1018,10,0,129.6666667
44430,2015,1,26,5,4,120,124,142,6,76.18,1018,10,0,128.6666667
44431,2015,1,26,6,4,112,125,141,7,81.61,1018,10,0,126
44432,2015,1,26,7,4,104,128,149,7,81.61,1018,10,0,127
44433,2015,1,26,8,4,109,138,180,7,81.61,1019,10,1,142.3333333
44434,2015,1,26,9,4,114,152,180,8,87.38,1020,10,2,148.6666667
44435,2015,1,26,10,4,136,160,168,7,76.35,1020,11,0,154.6666667
44436,2015,1,26,11,4,155,116,172,7,76.35,1020,11,0,147.6666667
44437,2015,1,26,12,4,150,76,147,7,71.47,1020,12,0,124.3333333
44438,2015,1,26,13,4,162,116,146,6,66.71,1019,12,1,141.3333333
44439,2015,1,26,14,4,153,184,142,6,62.48,1017,13,2,159.6666667
44440,2015,1,26,15,4,139,176,148,6,62.48,1016,13,2,154.3333333
44441,2015,1,26,16,4,122,170,136,6,62.48,1016,13,1,142.6666667
44442,2015,1,26,17,4,119,156,147,6,62.48,1016,13,2,140.6666667
44443,2015,1,26,18,4,127,159,158,6,66.71,1017,12,2,148
44444,2015,1,26,19,4,135,169,168,6,66.71,1017,12,2,157.3333333
44445,2015,1,26,20,4,159,175,188,6,66.71,1018,12,2,174
44446,2015,1,26,21,4,160,171,190,6,71.27,1019,11,2,173.6666667
44447,2015,1,26,22,4,157,174,197,6,71.27,1019,11,2,176
44448,2015,1,26,23,4,155,173,182,6,71.27,1019,11,2,170
44449,2015,1,27,0,4,145,169,209,7,76.35,1019,11,2,174.3333333
44450,2015,1,27,1,4,145,183,233,7,76.35,1019,11,2,187
44451,2015,1,27,2,4,160,189,192,7,76.35,1018,11,2,180.3333333
44452,2015,1,27,3,4,159,182,184,7,81.61,1018,10,2,175
44453,2015,1,27,4,4,158,186,230,8,87.38,1018,10,2,191.3333333
44454,2015,1,27,5,4,168,196,233,7,81.61,1017,10,2,199
44455,2015,1,27,6,4,163,201,228,7,81.61,1017,10,2,197.3333333
44456,2015,1,27,7,4,165,192,228,7,81.61,1017,10,2,195
44457,2015,1,27,8,4,181,194,215,7,76.35,1017,11,2,196.6666667
44458,2015,1,27,9,4,183,197,208,7,76.35,1018,11,3,196
44459,2015,1,27,10,4,159,200,200,7,76.35,1018,11,4,186.3333333
44460,2015,1,27,11,4,123,170,174,7,76.35,1018,11,2,155.6666667
44461,2015,1,27,12,4,113,137,155,6,66.71,1018,12,5,135
44462,2015,1,27,13,4,120,98,122,7,71.47,1016,12,4,113.3333333
44463,2015,1,27,14,4,90,109,96,7,71.47,1014,12,7,98.33333333
44464,2015,1,27,15,4,94,108,96,6,71.27,1013,11,11,99.33333333
44465,2015,1,27,16,4,93,104,98,5,66.49,1013,11,13,98.33333333
44466,2015,1,27,17,4,101,106,101,5,71.07,1013,10,16,102.6666667
44467,2015,1,27,18,4,92,104,125,5,71.07,1013,10,20,107
44468,2015,1,27,19,4,88,104,113,5,71.07,1014,10,5,101.6666667
44469,2015,1,27,20,4,82,104,112,5,76.01,1015,9,3,99.33333333
44470,2015,1,27,21,4,-999,99,112,5,76.01,1016,9,4,105.5
44471,2015,1,27,22,4,-999,83,92,5,76.01,1016,9,9,87.5
44472,2015,1,27,23,4,-999,72,86,6,87.19,1016,8,4,79
44473,2015,1,28,0,4,-999,50,67,6,87.19,1016,8,8,58.5
44474,2015,1,28,1,4,-999,39,52,6,87.19,1015,8,5,45.5
44475,2015,1,28,2,4,-999,27,44,6,87.19,1015,8,3,35.5
44476,2015,1,28,3,4,-999,19,23,6,93.35,1015,7,6,21
44477,2015,1,28,4,4,-999,14,28,6,93.35,1014,7,9,21
44478,2015,1,28,5,4,-999,13,29,5,87.09,1014,7,12,21
44479,2015,1,28,6,4,-999,12,28,5,87.09,1014,7,4,20
44480,2015,1,28,7,4,-999,10,25,5,87.09,1014,7,8,17.5
44481,2015,1,28,8,4,-999,9,29,5,87.09,1015,7,4,19
44482,2015,1,28,9,4,15,13,26,5,87.09,1015,7,4,18
44483,2015,1,28,10,4,20,15,37,5,87.09,1016,7,8,24
44484,2015,1,28,11,4,29,16,48,5,87.09,1016,7,4,31
44485,2015,1,28,12,4,33,12,45,5,87.09,1016,7,8,30
44486,2015,1,28,13,4,34,14,40,4,81.2,1015,7,4,29.33333333
44487,2015,1,28,14,4,38,19,44,4,81.2,1014,7,8,33.66666667
44488,2015,1,28,15,4,36,22,42,4,81.2,1013,7,5,33.33333333
44489,2015,1,28,16,4,40,20,41,3,75.67,1013,7,5,33.66666667
44490,2015,1,28,17,4,40,17,41,3,75.67,1013,7,10,32.66666667
44491,2015,1,28,18,4,28,17,41,3,75.67,1014,7,15,28.66666667
44492,2015,1,28,19,4,22,16,43,3,81.06,1016,6,6,27
44493,2015,1,28,20,4,24,23,39,3,81.06,1018,6,5,28.66666667
44494,2015,1,28,21,4,21,20,29,3,86.89,1019,5,5,23.33333333
44495,2015,1,28,22,4,19,15,28,3,86.89,1020,5,11,20.66666667
44496,2015,1,28,23,4,22,20,29,3,86.89,1021,5,6,23.66666667
44497,2015,1,29,0,4,24,27,32,1,75.32,1022,5,3,27.66666667
44498,2015,1,29,1,4,26,27,37,2,80.92,1022,5,1,30
44499,2015,1,29,2,4,29,26,33,1,75.32,1022,5,2,29.33333333
44500,2015,1,29,3,4,29,28,35,1,75.32,1023,5,2,30.66666667
44501,2015,1,29,4,4,29,29,44,0,70.06,1023,5,1,34
44502,2015,1,29,5,4,31,32,37,0,70.06,1023,5,2,33.33333333
44503,2015,1,29,6,4,31,34,40,1,75.32,1023,5,4,35
44504,2015,1,29,7,4,30,35,44,1,75.32,1024,5,1,36.33333333
44505,2015,1,29,8,4,30,33,45,1,80.78,1025,4,2,36
44506,2015,1,29,9,4,32,33,45,1,75.32,1026,5,3,36.66666667
44507,2015,1,29,10,4,33,36,46,1,75.32,1027,5,4,38.33333333
44508,2015,1,29,11,4,40,38,44,1,70.27,1027,6,5,40.66666667
44509,2015,1,29,12,4,42,35,48,1,70.27,1027,6,6,41.66666667
44510,2015,1,29,13,4,39,34,-999,-1,52.98,1026,8,7,36.5
44511,2015,1,29,14,4,41,37,-999,-4,42.4,1024,8,2,39
44512,2015,1,29,15,4,48,38,-999,-3,42.71,1023,9,1,43
44513,2015,1,29,16,4,48,41,55,-3,45.7,1023,8,2,48
44514,2015,1,29,17,4,48,45,54,-2,49.22,1023,8,2,49
44515,2015,1,29,18,4,48,48,66,-2,52.7,1024,7,4,54
44516,2015,1,29,19,4,48,49,70,-1,56.72,1025,7,6,55.66666667
44517,2015,1,29,20,4,50,54,70,-3,48.93,1025,7,1,58
44518,2015,1,29,21,4,51,60,93,-3,48.93,1026,7,1,68
44519,2015,1,29,22,4,66,66,83,0,65.36,1026,6,1,71.66666667
44520,2015,1,29,23,4,75,64,90,-1,56.72,1027,7,1,76.33333333
44521,2015,1,30,0,4,68,62,87,1,70.27,1027,6,1,72.33333333
44522,2015,1,30,1,4,64,62,63,0,65.36,1027,6,0,63
44523,2015,1,30,2,4,62,55,63,0,65.36,1026,6,0,60
44524,2015,1,30,3,4,67,51,64,2,80.92,1026,5,0,60.66666667
44525,2015,1,30,4,4,72,46,82,2,80.92,1026,5,1,66.66666667
44526,2015,1,30,5,4,85,50,91,2,80.92,1025,5,0,75.33333333
44527,2015,1,30,6,4,64,45,69,2,80.92,1025,5,0,59.33333333
44528,2015,1,30,7,4,54,41,70,1,70.27,1025,6,1,55
44529,2015,1,30,8,4,47,44,54,-1,60.76,1026,6,2,48.33333333
44530,2015,1,30,9,4,58,49,68,0,65.36,1027,6,4,58.33333333
44531,2015,1,30,10,4,55,55,78,-2,56.45,1027,6,6,62.66666667
44532,2015,1,30,11,4,49,63,83,-1,56.72,1027,7,8,65
44533,2015,1,30,12,4,50,61,79,-1,56.72,1026,7,10,63.33333333
44534,2015,1,30,13,4,52,57,68,-2,52.7,1025,7,2,59
44535,2015,1,30,14,4,42,49,49,-2,52.7,1024,7,2,46.66666667
44536,2015,1,30,15,4,39,45,48,-2,52.7,1023,7,5,44
44537,2015,1,30,16,4,45,48,47,-2,52.7,1023,7,8,46.66666667
44538,2015,1,30,17,4,42,53,56,-3,52.41,1024,6,12,50.33333333
44539,2015,1,30,18,4,49,54,59,-4,48.63,1024,6,4,54
44540,2015,1,30,19,4,53,55,66,-3,52.41,1025,6,7,58
44541,2015,1,30,20,4,55,56,66,-3,52.41,1026,6,4,59
44542,2015,1,30,21,4,52,51,73,-2,60.51,1027,5,4,58.66666667
44543,2015,1,30,22,4,50,54,68,-3,56.18,1028,5,5,57.33333333
44544,2015,1,30,23,4,50,53,73,-2,60.51,1028,5,4,58.66666667
44545,2015,1,31,0,4,39,49,70,-1,69.85,1028,4,6,52.66666667
44546,2015,1,31,1,4,43,40,67,-1,69.85,1028,4,9,50
44547,2015,1,31,2,4,44,34,71,0,75.14,1029,4,11,49.66666667
44548,2015,1,31,3,4,36,29,52,0,75.14,1028,4,13,39
44549,2015,1,31,4,4,35,22,41,1,80.78,1028,4,15,32.66666667
44550,2015,1,31,5,4,33,14,40,1,86.68,1028,3,17,29
44551,2015,1,31,6,4,29,21,30,1,86.68,1028,3,20,26.66666667
44552,2015,1,31,7,4,30,20,27,1,86.68,1029,3,23,25.66666667
44553,2015,1,31,8,4,32,19,33,1,86.68,1029,3,26,28
44554,2015,1,31,9,4,32,20,35,1,86.68,1030,3,28,29
44555,2015,1,31,10,4,32,18,39,1,86.68,1030,3,31,29.66666667
44556,2015,1,31,11,4,38,26,44,2,93.13,1030,3,33,36
44557,2015,1,31,12,4,45,45,52,1,80.78,1030,4,35,47.33333333
44558,2015,1,31,13,4,48,48,55,1,80.78,1029,4,37,50.33333333
44559,2015,1,31,14,4,48,56,44,1,80.78,1027,4,40,49.33333333
44560,2015,1,31,15,4,41,42,58,1,80.78,1026,4,3,47
